1.7504,7.0563
1.7528,7.0665
1.7553,7.0767
1.7577,7.0868
1.7601,7.0970
1.7625,7.1071
1.7649,7.1173
1.7673,7.1274
1.7697,7.1376
1.7721,7.1478
1.7745,7.1579
1.7769,7.1681
1.7793,7.1782
1.7817,7.1884
1.7841,7.1985
1.7866,7.2087
1.7890,7.2189
1.7914,7.2290
1.7938,7.2392
1.7962,7.2493
1.7986,7.2595
1.8010,7.2696
1.8034,7.2798
1.8058,7.2900
1.8082,7.3001
1.8106,7.3103
1.8130,7.3204
1.8155,7.3306
1.8179,7.3407
1.8203,7.3509
1.8227,7.3611
1.8251,7.3712
1.8275,7.3814
1.8299,7.3915
1.8323,7.4017
1.8347,7.4118
1.8371,7.4220
1.8395,7.4322
1.8419,7.4423
1.8443,7.4525
1.8468,7.4626
1.8492,7.4728
1.8516,7.4829
1.8540,7.4931
1.8564,7.5033
1.8588,7.5134
1.8612,7.5236
1.8636,7.5337
1.8660,7.5439
1.8684,7.5541
1.8708,7.5642
1.8732,7.5744
1.8757,7.5845
1.8781,7.5947
1.8805,7.6048
1.8829,7.6150
1.8853,7.6252
1.8877,7.6353
1.8901,7.6455
1.8925,7.6556
1.8949,7.6658
1.8973,7.6759
1.8997,7.6861
1.9021,7.6963
1.9045,7.7064
1.9070,7.7166
1.9094,7.7267
1.9118,7.7369
1.9142,7.7470
1.9166,7.7572
1.9190,7.7674
1.9214,7.7775
1.9238,7.7877
1.9262,7.7978
1.9286,7.8080
1.9310,7.8181
1.9334,7.8283
1.9359,7.8385
1.9383,7.8486
1.9407,7.8588
1.9431,7.8689
1.9455,7.8791
1.9479,7.8892
1.9503,7.8994
1.9527,7.9096
1.9551,7.9197
1.9575,7.9299
1.9599,7.9400
1.9623,7.9502
1.9647,7.9603
1.9672,7.9705
1.9696,7.9807
1.9720,7.9908
1.9744,8.0010
1.9768,8.0111
1.9792,8.0213
1.9816,8.0314
1.9840,8.0416
1.9864,8.0518
1.9888,8.0619
1.9912,8.0721
1.9936,8.0822
1.9961,8.0924
1.9985,8.1025
2.0009,8.1127
2.0033,8.1229
2.0057,8.1330
2.0081,8.1432
2.0105,8.1533
2.0129,8.1635
2.0153,8.1736
2.0177,8.1838
2.0201,8.1940
2.0225,8.2041
2.0249,8.2143
2.0274,8.2244
2.0298,8.2346
2.0322,8.2447
2.0346,8.2549
2.0370,8.2651
2.0394,8.2752
2.0418,8.2854
2.0442,8.2955
2.0466,8.3057
2.0490,8.3158
2.0514,8.3260
2.0538,8.3362
2.0563,8.3463
2.0587,8.3565
2.0611,8.3666
2.0635,8.3768
2.0659,8.3869
2.0683,8.3971
2.0707,8.4073
2.0731,8.4174
2.0755,8.4276
2.0779,8.4377
2.0803,8.4479
2.0827,8.4580
2.0852,8.4682
2.0876,8.4784
2.0900,8.4885
2.0924,8.4987
2.0948,8.5088
2.0972,8.5190
2.0996,8.5291
2.1020,8.5393
2.1044,8.5495
2.1068,8.5596
2.1092,8.5698
2.1116,8.5799
2.1140,8.5901
2.1165,8.6002
2.1189,8.6104
2.1213,8.6206
2.1237,8.6307
2.1261,8.6409
2.1285,8.6510
2.1309,8.6612
2.1333,8.6713
2.1357,8.6815
2.1381,8.6917
2.1405,8.7018
2.1429,8.7120
2.1454,8.7221
2.1478,8.7323
2.1502,8.7424
2.1526,8.7526
2.1550,8.7628
2.1574,8.7729
2.1598,8.7831
2.1622,8.7932
2.1646,8.8034
2.1670,8.8135
2.1694,8.8237
2.1718,8.8339
2.1742,8.8440
2.1767,8.8542
2.1791,8.8643
2.1815,8.8745
2.1839,8.8846
2.1863,8.8948
2.1887,8.9050
2.1911,8.9151
2.1935,8.9253
2.1959,8.9354
2.1983,8.9456
2.2007,8.9557
2.2031,8.9659
2.2056,8.9761
2.2080,8.9862
2.2104,8.9964
2.2128,9.0065
2.2152,9.0167
2.2176,9.0268
2.2200,9.0370
